text,class,steps,intent,text_te
"Initiate by navigate to the engine bay. Next, proceed to install the battery in the engine bay.",Planning,"[{'action': 'navigate', 'target': 'engine bay'}, {'action': 'install', 'object': 'battery', 'location': 'engine bay'}]",,"ఇంజిన్ బేకు నావిగేట్ చేయడం ద్వారా ప్రారంభించండి. తరువాత, ఇంజిన్ బేకు బ్యాటరీని ఇన్స్టాల్ చేయడానికి కొనసాగండి."
Your initial task: fetch the dashboard panel in the storage shelf. Then continue with install the dashboard panel in the cockpit.,Planning,"[{'action': 'fetch', 'object': 'dashboard panel', 'location': 'storage shelf'}, {'action': 'install', 'object': 'dashboard panel', 'location': 'cockpit'}]",,మీ ప్రారంభ పనిః స్టోరేజ్ షెల్ఫ్ లో డాష్బోర్డ్ ప్యానెల్ తీసుకోండి. అప్పుడు డాష్బోర్డ్ ప్యానెల్ను కాక్పిట్లో ఇన్స్టాల్ చేయడం కొనసాగించండి.
Step 1: navigate to the engine bay. Step 2: install the battery in the engine bay.,Planning,"[{'action': 'navigate', 'target': 'engine bay'}, {'action': 'install', 'object': 'battery', 'location': 'engine bay'}]",,దశ 1: ఇంజిన్ బేకు నావిగేట్ చేయండి. దశ 2: ఇంజిన్ బేకు బ్యాటరీని ఇన్స్టాల్ చేయండి.
"Start your operation with inspect the chassis welds in the welding bay. Afterward, report the quality control system.",Planning,"[{'action': 'inspect', 'object': 'chassis welds', 'location': 'welding bay'}, {'action': 'report', 'target': 'quality control system'}]",,"వేడి బేలో చట్రం వేడి తనిఖీ మీ ఆపరేషన్ ప్రారంభించండి. ఆపై, నాణ్యత నియంత్రణ వ్యవస్థ నివేదించండి."
"Commence with weld the suspension bracket in the rear frame. After that, perform tighten the bolts in the rear frame.",Planning,"[{'action': 'weld', 'object': 'suspension bracket', 'location': 'rear frame'}, {'action': 'tighten', 'object': 'bolts', 'location': 'rear frame'}]",,"వెనుక ఫ్రేమ్ లోని సస్పెన్షన్ బ్రాకెట్ ను వేల్డింగ్ చేయడం ద్వారా ప్రారంభించండి. ఆ తరువాత, వెనుక ఫ్రేమ్ లోని బోర్టులను బిగించండి."
Execute install the headlight in the front panel before moving to tighten the mounting screws in the headlight unit.,Planning,"[{'action': 'install', 'object': 'headlight', 'location': 'front panel'}, {'action': 'tighten', 'object': 'mounting screws', 'location': 'headlight unit'}]",,ఫ్రంట్ ప్యానెల్ లో ఫ్రంట్ లైట్ ఇన్స్టాల్ ముందు ఫ్రంట్ లైట్ యూనిట్ లో మౌంటు మరలు బిగించి తరలించడానికి అమలు.
First do this: navigate to the paint booth. Next up: paint the bumper in the paint booth.,Planning,"[{'action': 'navigate', 'target': 'paint booth'}, {'action': 'paint', 'object': 'bumper', 'location': 'paint booth'}]",,మొదట ఇలా చేయండి: పెయింట్ స్టాఫ్ కు నావిగేట్ చేయండి. తరువాత: పెయింట్ స్టాఫ్ లో బంపర్ ను పెయింట్ చేయండి.
"Commence by navigate to the engine bay, and conclude by install the battery in the engine bay.",Planning,"[{'action': 'navigate', 'target': 'engine bay'}, {'action': 'install', 'object': 'battery', 'location': 'engine bay'}]",,"ఇంజిన్ బేకు నావిగేట్ చేయడం ద్వారా ప్రారంభించండి, మరియు ఇంజిన్ బేకు బ్యాటరీని ఇన్స్టాల్ చేయడం ద్వారా ముగించండి."
"Accomplish navigate to the interior fitting zone, then shift focus to adjust the seat position in the driver side.",Planning,"[{'action': 'navigate', 'target': 'interior fitting zone'}, {'action': 'adjust', 'object': 'seat position', 'location': 'driver side'}]",,"పూర్తి చేయండి అంతర్గత అమరిక జోన్కు నావిగేట్ చేయండి, ఆపై డ్రైవర్ వైపు సీటు స్థానాన్ని సర్దుబాటు చేయడానికి దృష్టిని మార్చండి."
"Begin the sequence with navigate to the paint booth, then transition to paint the bumper in the paint booth.",Planning,"[{'action': 'navigate', 'target': 'paint booth'}, {'action': 'paint', 'object': 'bumper', 'location': 'paint booth'}]",,"పెయింట్ బూత్ కు నావిగేట్ చేయడం ద్వారా ఈ శ్రేణిని ప్రారంభించండి, ఆపై పెయింట్ బూత్ లో బంపర్ ను పెయింట్ చేయడానికి పరివర్తన చేయండి."
"Start by performing navigate to the interior fitting zone. Once complete, take on adjust the seat position in the driver side.",Planning,"[{'action': 'navigate', 'target': 'interior fitting zone'}, {'action': 'adjust', 'object': 'seat position', 'location': 'driver side'}]",,"అంతర్గత అమరిక జోన్కు నావిగేట్ చేయడం ద్వారా ప్రారంభించండి. పూర్తయిన తర్వాత, డ్రైవర్ వైపు సీటు స్థానాన్ని సర్దుబాటు చేయండి."
"To begin, navigate to the paint booth. The next action is to paint the bumper in the paint booth.",Planning,"[{'action': 'navigate', 'target': 'paint booth'}, {'action': 'paint', 'object': 'bumper', 'location': 'paint booth'}]",,"ప్రారంభించడానికి, పెయింట్ స్టాఫ్ కు నావిగేట్ చేయండి. తదుపరి చర్య పెయింట్ స్టాఫ్ లో బంపర్ పెయింట్ చేయడం."
"You should pick the coolant pipe in the pipe rack. Then, make sure to install the coolant pipe in the engine bay.",Planning,"[{'action': 'pick', 'object': 'coolant pipe', 'location': 'pipe rack'}, {'action': 'install', 'object': 'coolant pipe', 'location': 'engine bay'}]",,"మీరు పైపు రాక్ లో శీతలీకరణ పైపు ఎంచుకోండి ఉండాలి. అప్పుడు, ఇంజిన్ బే లో శీతలీకరణ పైపు ఇన్స్టాల్ నిర్ధారించుకోండి."
Execute the first step: pick the wheel in the parts rack. Then complete place the wheel in the axle hub.,Planning,"[{'action': 'pick', 'object': 'wheel', 'location': 'parts rack'}, {'action': 'place', 'object': 'wheel', 'location': 'axle hub'}]",,మొదటి దశను అమలు చేయండిః భాగాల రాక్ లోని చక్రాన్ని ఎంచుకోండి. ఆపై చక్రాన్ని అక్షం హబ్ లో పూర్తి చేయండి.
Step 1: pick the coolant pipe in the pipe rack. Step 2: install the coolant pipe in the engine bay.,Planning,"[{'action': 'pick', 'object': 'coolant pipe', 'location': 'pipe rack'}, {'action': 'install', 'object': 'coolant pipe', 'location': 'engine bay'}]",,దశ 1: పైప్ రాక్ లో శీతలీకరణ ద్రవ పైపు ఎంచుకోండి. దశ 2: ఇంజిన్ బే లో శీతలీకరణ ద్రవ పైపు ఇన్స్టాల్.
First do this: navigate to the engine bay. Next up: install the battery in the engine bay.,Planning,"[{'action': 'navigate', 'target': 'engine bay'}, {'action': 'install', 'object': 'battery', 'location': 'engine bay'}]",,మొదటి చేయండిః ఇంజిన్ బేకు నావిగేట్ చేయండి. తదుపరిః ఇంజిన్ బేకు బ్యాటరీని ఇన్స్టాల్ చేయండి.
"Initially, carry out navigate to the interior fitting zone. Once done, initiate adjust the seat position in the driver side.",Planning,"[{'action': 'navigate', 'target': 'interior fitting zone'}, {'action': 'adjust', 'object': 'seat position', 'location': 'driver side'}]",,"ప్రారంభంలో, అంతర్గత అమరిక జోన్కు నావిగేట్ చేయండి. ఒకసారి పూర్తి, డ్రైవర్ వైపు సీటు స్థానం సర్దుబాటు ప్రారంభించండి."
Do this first: navigate to the dashboard fitting area. Then this: install the infotainment unit in the center console.,Planning,"[{'action': 'navigate', 'target': 'dashboard fitting area'}, {'action': 'install', 'object': 'infotainment unit', 'location': 'center console'}]",,మొదట ఇలా చేయండిః డాష్బోర్డ్ అమరిక ప్రాంతానికి నావిగేట్ చేయండి. అప్పుడు ఇదిః సెంటర్ కన్సోల్లో ఇన్ఫోటైన్మెంట్ యూనిట్ను ఇన్స్టాల్ చేయండి.
Step one requires you to pick the coolant pipe in the pipe rack. Step two involves install the coolant pipe in the engine bay.,Planning,"[{'action': 'pick', 'object': 'coolant pipe', 'location': 'pipe rack'}, {'action': 'install', 'object': 'coolant pipe', 'location': 'engine bay'}]",,మొదటి దశలో మీరు పైపు రాక్ లోని శీతలీకరణ ద్రవ పైపును తీయాలి. రెండవ దశలో ఇంజిన్ బేలో శీతలీకరణ ద్రవ పైపును ఇన్స్టాల్ చేయాలి.
"The process starts with pick the wheel in the parts rack, followed by place the wheel in the axle hub.",Planning,"[{'action': 'pick', 'object': 'wheel', 'location': 'parts rack'}, {'action': 'place', 'object': 'wheel', 'location': 'axle hub'}]",,"ఈ ప్రక్రియ ప్రారంభం భాగాల రాక్ లో చక్రం ఎంచుకోవడం, తరువాత ఆక్సిల్ హబ్ లో చక్రం ఉంచడం ద్వారా ప్రారంభమవుతుంది."
"Follow this procedure: fetch the dashboard panel in the storage shelf, then install the dashboard panel in the cockpit.",Planning,"[{'action': 'fetch', 'object': 'dashboard panel', 'location': 'storage shelf'}, {'action': 'install', 'object': 'dashboard panel', 'location': 'cockpit'}]",,"ఈ విధానాన్ని అనుసరించండిః స్టోరేజ్ షెల్ఫ్ లో డాష్బోర్డ్ ప్యానెల్ తీసుకొని, అప్పుడు డాష్బోర్డ్ ప్యానెల్ను కాక్పిట్లో ఇన్స్టాల్ చేయండి."
"Start with navigate to the dashboard fitting area, followed by install the infotainment unit in the center console.",Planning,"[{'action': 'navigate', 'target': 'dashboard fitting area'}, {'action': 'install', 'object': 'infotainment unit', 'location': 'center console'}]",,"డాష్బోర్డ్ అమరిక ప్రాంతానికి నావిగేట్ చేయడం ద్వారా ప్రారంభించండి, తరువాత సెంటర్ కన్సోల్లో ఇన్ఫోటైన్మెంట్ యూనిట్ను ఇన్స్టాల్ చేయండి."
"Start your operation with pick the wheel in the parts rack. Afterward, place the wheel in the axle hub.",Planning,"[{'action': 'pick', 'object': 'wheel', 'location': 'parts rack'}, {'action': 'place', 'object': 'wheel', 'location': 'axle hub'}]",,"మీ ఆపరేషన్ను భాగాల రాక్లో చక్రాన్ని తీయడం ద్వారా ప్రారంభించండి. ఆపై, చక్రాన్ని ఆక్సిల్ హబ్లో ఉంచండి."
Your initial task: inspect the chassis welds in the welding bay. Then continue with report the quality control system.,Planning,"[{'action': 'inspect', 'object': 'chassis welds', 'location': 'welding bay'}, {'action': 'report', 'target': 'quality control system'}]",,మీ ప్రారంభ పనిః వెల్డింగ్ బేలో చట్రం వేడి తనిఖీ. అప్పుడు నాణ్యత నియంత్రణ వ్యవస్థ నివేదిక కొనసాగుతుంది.
Step one requires you to pick the wheel in the parts rack. Step two involves place the wheel in the axle hub.,Planning,"[{'action': 'pick', 'object': 'wheel', 'location': 'parts rack'}, {'action': 'place', 'object': 'wheel', 'location': 'axle hub'}]",,మొదటి దశలో మీరు భాగాల రాక్ లోని చక్రాన్ని ఎంచుకోవాలి. రెండవ దశలో చక్రాన్ని ఆక్సిల్ హబ్ లో ఉంచాలి.
"Start with fetch the dashboard panel in the storage shelf, followed by install the dashboard panel in the cockpit.",Planning,"[{'action': 'fetch', 'object': 'dashboard panel', 'location': 'storage shelf'}, {'action': 'install', 'object': 'dashboard panel', 'location': 'cockpit'}]",,"స్టోరేజ్ షెల్ఫ్ లో డాష్బోర్డ్ ప్యానెల్ తీసుకుని ప్రారంభించండి, తరువాత కాక్పిట్లో డాష్బోర్డ్ ప్యానెల్ను ఇన్స్టాల్ చేయండి."
Initiate your sequence by navigate to the dashboard fitting area. Then go ahead with install the infotainment unit in the center console.,Planning,"[{'action': 'navigate', 'target': 'dashboard fitting area'}, {'action': 'install', 'object': 'infotainment unit', 'location': 'center console'}]",,డాష్బోర్డ్ అమరిక ప్రాంతానికి నావిగేట్ చేయడం ద్వారా మీ క్రమాన్ని ప్రారంభించండి. అప్పుడు సెంటర్ కన్సోల్లో ఇన్ఫోటైన్మెంట్ యూనిట్ను ఇన్స్టాల్ చేయడం ద్వారా ముందుకు సాగండి.
Do this first: navigate to the interior fitting zone. Then this: adjust the seat position in the driver side.,Planning,"[{'action': 'navigate', 'target': 'interior fitting zone'}, {'action': 'adjust', 'object': 'seat position', 'location': 'driver side'}]",,మొదట ఇలా చేయండిః అంతర్గత అమరిక జోన్కు నావిగేట్ చేయండి. అప్పుడు ఇదిః డ్రైవర్ వైపు సీటు స్థానాన్ని సర్దుబాటు చేయండి.
"Start by performing navigate to the paint booth. Once complete, take on paint the bumper in the paint booth.",Planning,"[{'action': 'navigate', 'target': 'paint booth'}, {'action': 'paint', 'object': 'bumper', 'location': 'paint booth'}]",,"నవీకరణను ప్రదర్శించడం ద్వారా ప్రారంభించండి పెయింట్ బూత్ కు నావిగేట్ చేయండి. ఒకసారి పూర్తయిన తర్వాత, పెయింట్ బూత్ లో బంపర్ ను పెయింట్ చేయండి."
First complete the task of navigate to the interior fitting zone. Then proceed to adjust the seat position in the driver side.,Planning,"[{'action': 'navigate', 'target': 'interior fitting zone'}, {'action': 'adjust', 'object': 'seat position', 'location': 'driver side'}]",,మొదట అంతర్గత అమరిక జోన్కు నావిగేట్ చేసే పనిని పూర్తి చేయండి. అప్పుడు డ్రైవర్ వైపు సీటు స్థానాన్ని సర్దుబాటు చేయడానికి కొనసాగండి.
"You should navigate to the interior fitting zone. Then, make sure to adjust the seat position in the driver side.",Planning,"[{'action': 'navigate', 'target': 'interior fitting zone'}, {'action': 'adjust', 'object': 'seat position', 'location': 'driver side'}]",,"మీరు అంతర్గత అమరిక జోన్కు నావిగేట్ చేయాలి. అప్పుడు, డ్రైవర్ వైపు సీటు స్థానాన్ని సర్దుబాటు చేయండి."
Do this first: install the headlight in the front panel. Then this: tighten the mounting screws in the headlight unit.,Planning,"[{'action': 'install', 'object': 'headlight', 'location': 'front panel'}, {'action': 'tighten', 'object': 'mounting screws', 'location': 'headlight unit'}]",,ముందు ప్యానెల్ లో ఫ్రంట్ లైట్ ఇన్స్టాల్ చేయండి. అప్పుడు ఈః ఫ్రంట్ లైట్ యూనిట్ లో మౌంటు స్క్రూలు బిగించి.
"To begin, navigate to the interior fitting zone. The next action is to adjust the seat position in the driver side.",Planning,"[{'action': 'navigate', 'target': 'interior fitting zone'}, {'action': 'adjust', 'object': 'seat position', 'location': 'driver side'}]",,"ముందుగా, లోపలి అమరిక జోన్ కు నావిగేట్ చేయండి. తదుపరి చర్య డ్రైవర్ వైపు సీటు స్థానం సర్దుబాటు చేయడం."
"Proceed by first navigate to the dashboard fitting area, then move to install the infotainment unit in the center console.",Planning,"[{'action': 'navigate', 'target': 'dashboard fitting area'}, {'action': 'install', 'object': 'infotainment unit', 'location': 'center console'}]",,"డాష్బోర్డ్ అమరిక ప్రాంతానికి మొదట నావిగేట్ చేయడం ద్వారా కొనసాగించండి, ఆపై సెంటర్ కన్సోల్లో ఇన్ఫోటైన్మెంట్ యూనిట్ను ఇన్స్టాల్ చేయడానికి తరలించండి."
Do this first: pick the coolant pipe in the pipe rack. Then this: install the coolant pipe in the engine bay.,Planning,"[{'action': 'pick', 'object': 'coolant pipe', 'location': 'pipe rack'}, {'action': 'install', 'object': 'coolant pipe', 'location': 'engine bay'}]",,మొదటి చేయండిః పైప్ రాక్ లో శీతలీకరణ పైపు ఎంచుకోండి. అప్పుడు ఈః ఇంజిన్ బే లో శీతలీకరణ పైపు ఇన్స్టాల్.
"Carry out navigate to the dashboard fitting area, and continue by install the infotainment unit in the center console.",Planning,"[{'action': 'navigate', 'target': 'dashboard fitting area'}, {'action': 'install', 'object': 'infotainment unit', 'location': 'center console'}]",,"డాష్బోర్డ్ అమరిక ప్రాంతానికి నావిగేట్ చేయండి, మరియు సెంటర్ కన్సోల్లో ఇన్ఫోటైన్మెంట్ యూనిట్ను ఇన్స్టాల్ చేయడం ద్వారా కొనసాగించండి."
"Accomplish navigate to the dashboard fitting area, then shift focus to install the infotainment unit in the center console.",Planning,"[{'action': 'navigate', 'target': 'dashboard fitting area'}, {'action': 'install', 'object': 'infotainment unit', 'location': 'center console'}]",,"సాధన డాష్బోర్డ్ అమరిక ప్రాంతానికి నావిగేట్ చేయండి, అప్పుడు సెంటర్ కన్సోల్లో ఇన్ఫోటైన్మెంట్ యూనిట్ను ఇన్స్టాల్ చేయడానికి దృష్టిని మార్చండి."
"Commence by pick the coolant pipe in the pipe rack, and conclude by install the coolant pipe in the engine bay.",Planning,"[{'action': 'pick', 'object': 'coolant pipe', 'location': 'pipe rack'}, {'action': 'install', 'object': 'coolant pipe', 'location': 'engine bay'}]",,"పైప్ రాక్ లో శీతలీకరణ ద్రవ పైపును తీయడం ద్వారా ప్రారంభించండి, మరియు ఇంజిన్ బేలో శీతలీకరణ ద్రవ పైపును ఇన్స్టాల్ చేయడం ద్వారా ముగించండి."
"Start by performing inspect the chassis welds in the welding bay. Once complete, take on report the quality control system.",Planning,"[{'action': 'inspect', 'object': 'chassis welds', 'location': 'welding bay'}, {'action': 'report', 'target': 'quality control system'}]",,"వేడి బే లో చట్రం వేడి తనిఖీ చేయడం ద్వారా ప్రారంభించండి. పూర్తి చేసిన తర్వాత, నాణ్యత నియంత్రణ వ్యవస్థ నివేదిక తీసుకోండి."
Execute pick the coolant pipe in the pipe rack before moving to install the coolant pipe in the engine bay.,Planning,"[{'action': 'pick', 'object': 'coolant pipe', 'location': 'pipe rack'}, {'action': 'install', 'object': 'coolant pipe', 'location': 'engine bay'}]",,ఇంజిన్ బే లో శీతలీకరణ పైపును ఇన్స్టాల్ చేయడానికి ముందు పైపు రాక్ లో శీతలీకరణ పైపును ఎంచుకోండి.
"Carry out pick the wheel in the parts rack, and continue by place the wheel in the axle hub.",Planning,"[{'action': 'pick', 'object': 'wheel', 'location': 'parts rack'}, {'action': 'place', 'object': 'wheel', 'location': 'axle hub'}]",,"భాగాలు రాక్ లో చక్రం ఎంచుకోండి, మరియు స్థానం ద్వారా కొనసాగించండి చక్రం అక్షం హబ్ లో."
"Accomplish weld the suspension bracket in the rear frame, then shift focus to tighten the bolts in the rear frame.",Planning,"[{'action': 'weld', 'object': 'suspension bracket', 'location': 'rear frame'}, {'action': 'tighten', 'object': 'bolts', 'location': 'rear frame'}]",,"వెనుక ఫ్రేమ్ లోని సస్పెన్షన్ బ్రాకెట్ ను వేల్డింగ్ పూర్తి చేసి, ఆపై వెనుక ఫ్రేమ్ లోని బోర్టులను బిగించడానికి దృష్టిని మార్చండి."
"The process starts with navigate to the paint booth, followed by paint the bumper in the paint booth.",Planning,"[{'action': 'navigate', 'target': 'paint booth'}, {'action': 'paint', 'object': 'bumper', 'location': 'paint booth'}]",,ఈ ప్రక్రియ ప్రారంభం గా పెయింట్ బూత్ కు నావిగేట్ చేయడంతో మొదలవుతుంది. ఆ తర్వాత పెయింట్ బూత్ లో బంపర్ ను పెయింట్ చేయటం జరుగుతుంది.
"Commence with navigate to the dashboard fitting area. After that, perform install the infotainment unit in the center console.",Planning,"[{'action': 'navigate', 'target': 'dashboard fitting area'}, {'action': 'install', 'object': 'infotainment unit', 'location': 'center console'}]",,"డాష్బోర్డ్ అమరిక ప్రాంతానికి నావిగేట్ చేయడం ద్వారా ప్రారంభించండి. ఆ తరువాత, సెంటర్ కన్సోల్లో ఇన్ఫోటైన్మెంట్ యూనిట్ను ఇన్స్టాల్ చేయండి."
"Start your operation with navigate to the dashboard fitting area. Afterward, install the infotainment unit in the center console.",Planning,"[{'action': 'navigate', 'target': 'dashboard fitting area'}, {'action': 'install', 'object': 'infotainment unit', 'location': 'center console'}]",,"డాష్బోర్డ్ అమరిక ప్రాంతానికి నావిగేట్ చేయడం ద్వారా మీ ఆపరేషన్ను ప్రారంభించండి. ఆపై, సెంటర్ కన్సోల్లో ఇన్ఫోటైన్మెంట్ యూనిట్ను ఇన్స్టాల్ చేయండి."
"Proceed by first navigate to the paint booth, then move to paint the bumper in the paint booth.",Planning,"[{'action': 'navigate', 'target': 'paint booth'}, {'action': 'paint', 'object': 'bumper', 'location': 'paint booth'}]",,"మొదటి పెయింట్ బూత్ నావిగేట్ ద్వారా కొనసాగండి, అప్పుడు పెయింట్ బూత్ లో బంపర్ పెయింట్ తరలించడానికి."
"To begin, perform install the headlight in the front panel, and then tighten the mounting screws in the headlight unit.",Planning,"[{'action': 'install', 'object': 'headlight', 'location': 'front panel'}, {'action': 'tighten', 'object': 'mounting screws', 'location': 'headlight unit'}]",,"ప్రారంభించడానికి, ఫ్రంట్ ప్యానెల్ లో ఫ్రంట్ లైట్ ఇన్స్టాల్, మరియు అప్పుడు ఫ్రంట్ లైట్ యూనిట్ లో మౌంటు మరలు బిగించి."
"Follow this procedure: weld the suspension bracket in the rear frame, then tighten the bolts in the rear frame.",Planning,"[{'action': 'weld', 'object': 'suspension bracket', 'location': 'rear frame'}, {'action': 'tighten', 'object': 'bolts', 'location': 'rear frame'}]",,"ఈ విధానాన్ని అనుసరించండిః వెనుక చట్రంలో సస్పెన్షన్ బ్రాకెట్ను వేడి చేసి, తరువాత వెనుక చట్రంలో ఉన్న బోల్ట్లను బిగించండి."
Execute the first step: navigate to the dashboard fitting area. Then complete install the infotainment unit in the center console.,Planning,"[{'action': 'navigate', 'target': 'dashboard fitting area'}, {'action': 'install', 'object': 'infotainment unit', 'location': 'center console'}]",,మొదటి దశను అమలు చేయండిః డాష్బోర్డ్ అమరిక ప్రాంతానికి నావిగేట్ చేయండి. ఆపై సెంటర్ కన్సోల్లో ఇన్ఫోటైన్మెంట్ యూనిట్ను పూర్తి చేయండి.
"Begin your task by navigate to the paint booth. Once done, paint the bumper in the paint booth.",Planning,"[{'action': 'navigate', 'target': 'paint booth'}, {'action': 'paint', 'object': 'bumper', 'location': 'paint booth'}]",,"మీ పనిని ప్రారంభించండి. పెయింట్ స్టాఫ్కు నావిగేట్ చేయండి. ఒకసారి పూర్తి చేసిన తర్వాత, పెయింట్ స్టాఫ్లోని బంపర్ను పెయింట్ చేయండి."
Step 1: navigate to the interior fitting zone. Step 2: adjust the seat position in the driver side.,Planning,"[{'action': 'navigate', 'target': 'interior fitting zone'}, {'action': 'adjust', 'object': 'seat position', 'location': 'driver side'}]",,దశ 1: అంతర్గత అమరిక జోన్కు నావిగేట్ చేయండి. దశ 2: డ్రైవర్ వైపు సీటు స్థానాన్ని సర్దుబాటు చేయండి.
"Start by performing navigate to the engine bay. Once complete, take on install the battery in the engine bay.",Planning,"[{'action': 'navigate', 'target': 'engine bay'}, {'action': 'install', 'object': 'battery', 'location': 'engine bay'}]",,"ఇంజిన్ బేకు నావిగేట్ చేయడం ద్వారా ప్రారంభించండి. పూర్తయిన తర్వాత, ఇంజిన్ బేకు బ్యాటరీని ఇన్స్టాల్ చేయండి."
Let’s start with navigate to the interior fitting zone. Then focus on adjust the seat position in the driver side.,Planning,"[{'action': 'navigate', 'target': 'interior fitting zone'}, {'action': 'adjust', 'object': 'seat position', 'location': 'driver side'}]",,యొక్క అంతర్గత అమరిక జోన్ నావిగేట్ తో ప్రారంభిద్దాం. అప్పుడు డ్రైవర్ వైపు సీటు స్థానం సర్దుబాటు దృష్టి సారించండి.
"The task starts when you navigate to the dashboard fitting area, and continues as you install the infotainment unit in the center console.",Planning,"[{'action': 'navigate', 'target': 'dashboard fitting area'}, {'action': 'install', 'object': 'infotainment unit', 'location': 'center console'}]",,"మీరు డాష్బోర్డ్ అమరిక ప్రాంతానికి నావిగేట్ చేసినప్పుడు ఈ పని ప్రారంభమవుతుంది, మరియు మీరు సెంటర్ కన్సోల్లో ఇన్ఫోటైన్మెంట్ యూనిట్ను ఇన్స్టాల్ చేస్తున్నప్పుడు కొనసాగుతుంది."
"Undertake fetch the dashboard panel in the storage shelf, then take the next step and install the dashboard panel in the cockpit.",Planning,"[{'action': 'fetch', 'object': 'dashboard panel', 'location': 'storage shelf'}, {'action': 'install', 'object': 'dashboard panel', 'location': 'cockpit'}]",,"అండర్ టేక్ స్టోరేజ్ షెల్ఫ్ లో డాష్బోర్డ్ ప్యానెల్ తీసుకుని, అప్పుడు తదుపరి దశలో మరియు కాక్పిట్ లో డాష్బోర్డ్ ప్యానెల్ ఇన్స్టాల్."
"Undertake weld the suspension bracket in the rear frame, then take the next step and tighten the bolts in the rear frame.",Planning,"[{'action': 'weld', 'object': 'suspension bracket', 'location': 'rear frame'}, {'action': 'tighten', 'object': 'bolts', 'location': 'rear frame'}]",,"వెనుక చట్రంలో సస్పెన్షన్ బ్రాకెట్ను వేల్డింగ్ చేయండి, తరువాత తదుపరి దశ తీసుకోండి మరియు వెనుక చట్రంలో బోల్ట్లను బిగించండి."
"Accomplish inspect the chassis welds in the welding bay, then shift focus to report the quality control system.",Planning,"[{'action': 'inspect', 'object': 'chassis welds', 'location': 'welding bay'}, {'action': 'report', 'target': 'quality control system'}]",,"వేడి బేలో చట్రం వేడి తనిఖీ పూర్తి, అప్పుడు నాణ్యత నియంత్రణ వ్యవస్థ నివేదించడానికి దృష్టి మార్చడానికి."
"Start your operation with navigate to the interior fitting zone. Afterward, adjust the seat position in the driver side.",Planning,"[{'action': 'navigate', 'target': 'interior fitting zone'}, {'action': 'adjust', 'object': 'seat position', 'location': 'driver side'}]",,"మీ ఆపరేషన్ను అంతర్గత అమరిక జోన్కు నావిగేట్ చేయడం ద్వారా ప్రారంభించండి. ఆపై, డ్రైవర్ వైపు సీటు స్థానాన్ని సర్దుబాటు చేయండి."
"Commence by fetch the dashboard panel in the storage shelf, and conclude by install the dashboard panel in the cockpit.",Planning,"[{'action': 'fetch', 'object': 'dashboard panel', 'location': 'storage shelf'}, {'action': 'install', 'object': 'dashboard panel', 'location': 'cockpit'}]",,"స్టోరేజ్ షెల్ఫ్ లో డాష్బోర్డ్ ప్యానెల్ తీసుకొని ప్రారంభించండి, మరియు కాక్పిట్లో డాష్బోర్డ్ ప్యానెల్ను ఇన్స్టాల్ చేయడం ద్వారా ముగించండి."
"Initially, pick the wheel in the parts rack, then carry on with place the wheel in the axle hub.",Planning,"[{'action': 'pick', 'object': 'wheel', 'location': 'parts rack'}, {'action': 'place', 'object': 'wheel', 'location': 'axle hub'}]",,"ప్రారంభంలో, భాగాలు రాక్ లో చక్రం ఎంచుకోండి, అప్పుడు ఆక్సిల్ నాబ్ లో చక్రం ఉంచండి కొనసాగుతుంది."
"The first phase is to navigate to the engine bay, then advance to install the battery in the engine bay.",Planning,"[{'action': 'navigate', 'target': 'engine bay'}, {'action': 'install', 'object': 'battery', 'location': 'engine bay'}]",,"మొదటి దశ ఇంజిన్ బేకు నావిగేట్ చేయడం, తరువాత ఇంజిన్ బేకు బ్యాటరీని ఇన్స్టాల్ చేయడానికి ముందుకు సాగడం."
"Start by performing pick the wheel in the parts rack. Once complete, take on place the wheel in the axle hub.",Planning,"[{'action': 'pick', 'object': 'wheel', 'location': 'parts rack'}, {'action': 'place', 'object': 'wheel', 'location': 'axle hub'}]",,"భాగాల రాక్ లో చక్రం ఎంచుకోండి చేయడం ద్వారా ప్రారంభించండి. పూర్తయిన తర్వాత, ఆక్సిల్ హబ్ లో చక్రం ఉంచండి."
"Proceed by first install the headlight in the front panel, then move to tighten the mounting screws in the headlight unit.",Planning,"[{'action': 'install', 'object': 'headlight', 'location': 'front panel'}, {'action': 'tighten', 'object': 'mounting screws', 'location': 'headlight unit'}]",,"ముందు ప్యానెల్ లో ఫ్రంట్ లైట్ ఇన్స్టాల్ ద్వారా ముందుగా, అప్పుడు ఫ్రంట్ లైట్ యూనిట్ లో మౌంటు మరలు బిగించి తరలించడానికి."
"Complete navigate to the dashboard fitting area, then move directly to install the infotainment unit in the center console.",Planning,"[{'action': 'navigate', 'target': 'dashboard fitting area'}, {'action': 'install', 'object': 'infotainment unit', 'location': 'center console'}]",,"పూర్తి డాష్బోర్డ్ అమరిక ప్రాంతానికి నావిగేట్ చేయండి, ఆపై నేరుగా సెంటర్ కన్సోల్లో ఇన్ఫోటైన్మెంట్ యూనిట్ను ఇన్స్టాల్ చేయడానికి తరలించండి."
